r_m,Bx_T,By_T,Bz_T,Brho_xy_T_z_probe
1.841499999999999821e-03,5.433060220860839833e-09,7.929505369568940469e-12,1.310801860987639001e-05,5.433066007380716818e-09
1.845124999999999760e-03,5.463979852667910944e-09,7.963144534934530560e-12,1.312777461279727371e-05,5.463985655364747410e-09
1.848749999999999699e-03,5.495137610400875313e-09,7.997050315490364055e-12,1.314764318913075307e-05,5.495143429434394046e-09
1.852374999999999855e-03,5.526536088507252474e-09,8.031225552733709297e-12,1.316762520760761188e-05,5.526541924038658569e-09
1.855999999999999794e-03,5.558177917067869070e-09,8.065673127072123067e-12,1.318772154644205716e-05,5.558183769259874743e-09
1.859624999999999733e-03,5.590065762394478642e-09,8.100395958468643387e-12,1.320793309346231299e-05,5.590071631411323085e-09
1.863249999999999889e-03,5.622202327639173718e-09,8.135397007106395212e-12,1.322826074624330996e-05,5.622208213646645432e-09
1.866874999999999828e-03,5.654590353415973158e-09,8.170679274062666700e-12,1.324870541224160560e-05,5.654596256581435597e-09
1.870499999999999767e-03,5.687232618434724579e-09,8.206245801995525663e-12,1.326926800893276808e-05,5.687238538927136000e-09
1.874124999999999706e-03,5.720131940147739558e-09,8.242099675849391708e-12,1.328994946395083681e-05,5.720137878137677012e-09
1.877749999999999862e-03,5.753291175409458596e-09,8.278244023566262925e-12,1.331075071523027834e-05,5.753297131069146049e-09
1.881374999999999801e-03,5.786713221149222745e-09,8.314682016819756292e-12,1.333167271115040551e-05,5.786719194652550106e-09
1.884999999999999740e-03,5.820401015057824427e-09,8.351416871758381148e-12,1.335271641068222754e-05,5.820407006580374842e-09
1.888624999999999896e-03,5.854357536287841545e-09,8.388451849765395063e-12,1.337388278353780736e-05,5.854363546006917043e-09
1.892249999999999835e-03,5.888585806168196633e-09,8.425790258235476347e-12,1.339517281032211766e-05,5.888591834262842111e-09
1.895874999999999774e-03,5.923088888933388530e-09,8.463435451363655638e-12,1.341658748268770744e-05,5.923094935584419054e-09
1.899499999999999713e-03,5.957869892467463585e-09,8.501390830954094981e-12,1.343812780349193671e-05,5.957875957857491682e-09
1.903124999999999869e-03,5.992931969063420400e-09,8.539659847243442722e-12,1.345979478695690477e-05,5.992938053376880050e-09
1.906749999999999808e-03,6.028278316198086157e-09,8.578245999741019604e-12,1.348158945883225000e-05,6.028284419621263397e-09
1.910374999999999747e-03,6.063912177323090709e-09,8.617152838085962057e-12,1.350351285656073286e-05,6.063918300044147622e-09
1.913999999999999686e-03,6.099836842672173350e-09,8.656383962925127398e-12,1.352556602944677351e-05,6.099842984881179496e-09
1.917624999999999842e-03,6.136055650085246612e-09,8.695943026802526248e-12,1.354775003882796067e-05,6.136061811974207983e-09
1.921249999999999781e-03,6.172571985849644737e-09,8.735833735075801492e-12,1.357006595824952687e-05,6.172578167612531051e-09
1.924874999999999720e-03,6.209389285559011779e-09,8.776059846843969499e-12,1.359251487364194249e-05,6.209395487391787085e-09
